KRT12	GO:0005198
ZBTB7C	GO:0006357
LOC119872642	GO:0000978
LOC119872642	GO:0000981
LOC119872642	GO:0006357
LOC119872644	GO:0004222
LOC119872644	GO:0006508
LOC119872644	GO:0008270
LOC119872644	GO:0031012
SPTSSA	GO:0004758
SPTSSA	GO:0017059
SPTSSA	GO:0046513
NDUFB1	GO:0005739
MYH6	GO:0003774
MYH6	GO:0005524
MYH6	GO:0016459
MYH6	GO:0051015
LOC119872826	GO:0003677
LOC119872826	GO:0003899
LOC119872826	GO:0005665
LOC119872826	GO:0005666
LOC119872826	GO:0005736
LOC119872826	GO:0006351
LOC119872826	GO:0008270
LOC119872856	GO:0003735
LOC119872856	GO:0005840
LOC119872856	GO:0006412
LOC119872856	GO:0022625
LOC119872887	GO:0004222
LOC119872887	GO:0005886
LOC119872887	GO:0006508
LOC119872887	GO:0008584
LOC119872887	GO:0009897
LOC119872887	GO:1990913
LOC119872934	GO:0003735
LOC119872934	GO:0005829
LOC119872934	GO:0005840
LOC119872934	GO:0006412
MOAP1	GO:0042981
TCL1A	GO:0033138
TCL1A	GO:0043539
LOC119872972	GO:0006886
LOC119872972	GO:0030122
LOC119872972	GO:0031410
LOC119872972	GO:0035615
LOC119872972	GO:0072583
TMEM30B	GO:0005783
TMEM30B	GO:0005794
TMEM30B	GO:0005886
TMEM30B	GO:0045332
LOC119872999	GO:0005096
LOC119872999	GO:0007165
LOC119873180	GO:0004017
LOC119873180	GO:0005524
LOC119873180	GO:0005737
LOC119873180	GO:0006139
LOC119873182	GO:0045095
LOC119873184	GO:0045095
CENPX	GO:0000712
CENPX	GO:0006281
CENPX	GO:0031297
CENPX	GO:0043240
CENPX	GO:0051382
CENPX	GO:0071821
LOC119873228	GO:0004888
LOC119873228	GO:0005886
SCN4A	GO:0001518
SCN4A	GO:0005248
SCN4A	GO:0005515
SCN4A	GO:0005886
SCN4A	GO:0019228
SCN4A	GO:0030424
SCN4A	GO:0035725
SCN4A	GO:0086010
ICAM2	GO:0005178
ICAM2	GO:0016020
ICAM2	GO:0098609
LOC119873269	GO:0045095
LOC119873270	GO:0045095
LOC119873272	GO:0045095
WFIKKN2	GO:0004867
WFIKKN2	GO:0005576
WFIKKN2	GO:0030512
WFIKKN2	GO:0048019
WFIKKN2	GO:0050431
TOB1	GO:0003714
TOB1	GO:0005634
TOB1	GO:0005737
TOB1	GO:0010468
LOC119873292	GO:0005829
LOC119873292	GO:0006825
LOC119873292	GO:0016531
LOC119873292	GO:0046872
LOC119873296	GO:0008525
LOC119873296	GO:0031210
TPRN	GO:0007605
TPRN	GO:0019902
TPRN	GO:0060088
TPRN	GO:0120044
TPRN	GO:0120045
LOC119873342	GO:0004571
LOC119873342	GO:0005509
LOC119873342	GO:0005783
LOC119873342	GO:0005975
LOC119873342	GO:0006491
LOC119873342	GO:0016020
PRDM12	GO:0005634
PRDM12	GO:0022008
PRDM12	GO:1990226
PVALEF	GO:0005509
PVALEF	GO:0005634
PVALEF	GO:0005737
LOC119873404	GO:0004888
LOC119873404	GO:0005886
LOC119873563	GO:0004930
LOC119873563	GO:0004984
LOC119873563	GO:0007186
LOC119873563	GO:0016020
LOC119873565	GO:0004930
LOC119873565	GO:0004984
LOC119873565	GO:0007186
LOC119873565	GO:0016020
TSFM	GO:0003746
TSFM	GO:0005515
TSFM	GO:0005759
TSFM	GO:0070125
LOC119873596	GO:0004930
LOC119873596	GO:0004984
LOC119873596	GO:0007186
LOC119873596	GO:0016020
KANSL3	GO:0044545
KANSL3	GO:0045944
SERTAD2	GO:0005634
SERTAD2	GO:0140110
LOC119873726	GO:0007015
LOC119873726	GO:0015629
LOC119873726	GO:0051015
LOC119873726	GO:1900026
LOC119873752	GO:0004930
LOC119873752	GO:0004984
LOC119873752	GO:0007186
LOC119873752	GO:0016020
LOC119873754	GO:0004930
LOC119873754	GO:0004984
LOC119873754	GO:0007186
LOC119873754	GO:0016020
OXER1	GO:0004930
OXER1	GO:0007186
OXER1	GO:0016020
LOC119873859	GO:0005524
LOC119873859	GO:0005634
LOC119873859	GO:0005737
LOC119873859	GO:0005829
LOC119873859	GO:0005886
LOC119873859	GO:0016192
LOC119873859	GO:0016887
LOC119873859	GO:0031072
LOC119873859	GO:0034620
LOC119873859	GO:0042026
LOC119873859	GO:0051082
LOC119873859	GO:0051787
LOC119873859	GO:0140662
LOC119873878	GO:0003735
LOC119873878	GO:0005840
LOC119873878	GO:0006412
LOC119873878	GO:0022625
LOC119873921	GO:0002250
LOC119873921	GO:0002286
LOC119873921	GO:0002323
LOC119873921	GO:0005125
LOC119873921	GO:0005132
LOC119873921	GO:0005576
LOC119873921	GO:0005615
LOC119873921	GO:0006952
LOC119873921	GO:0006959
LOC119873921	GO:0019221
LOC119873921	GO:0030183
LOC119873921	GO:0033141
LOC119873921	GO:0042100
LOC119873921	GO:0043330
LOC119873934	GO:0003735
LOC119873934	GO:0005840
LOC119873934	GO:0006412
LOC119873934	GO:0022627
LOC119873937	GO:0005634
LOC119873937	GO:0005839
LOC119873937	GO:0006511
LOC119873937	GO:0019773
FBXO10	GO:0005515
FBXO10	GO:0006511
FBXO10	GO:0016567
FBXO10	GO:0042981
TOMM5	GO:0005742
LOC119874017	GO:0003676
LOC119874017	GO:0015074
LOC119874041	GO:0003676
LOC119874041	GO:0004190
LOC119874041	GO:0004523
LOC119874041	GO:0006508
LOC119874041	GO:0008270
LOC119874041	GO:0015074
LOC119874041	GO:0019068
LOC119874067	GO:0003924
LOC119874067	GO:0005525
LOC119874067	GO:0005794
KIAA1586	GO:0016925
KIAA1586	GO:0061665
LOC119874197	GO:0003723
LOC119874197	GO:0032991
LOC119874197	GO:0045179
LOC119874263	GO:0005515
LOC119874304	GO:0003723
LY6L	GO:0005886
IQANK1	GO:0005515
IQANK1	GO:0005634
IQANK1	GO:0005737
IQANK1	GO:2000812
SMPD5	GO:0004767
SMPD5	GO:0005576
SMPD5	GO:0005737
SMPD5	GO:0006684
LY6K	GO:0001669
LY6K	GO:0007339
LOC119874440	GO:0001669
LOC119874440	GO:0007339
SCRT1	GO:0000978
SCRT1	GO:0000981
SCRT1	GO:0006355
PSMA4	GO:0005634
PSMA4	GO:0005829
PSMA4	GO:0005839
PSMA4	GO:0006511
PSMA4	GO:0019773
NMU	GO:0006940
NMU	GO:0042922
LOC119874461	GO:0008194
LOC119874462	GO:0008194
LOC119874463	GO:0008194
LOC119874464	GO:0008194
LOC119874465	GO:0008194
LOC119874467	GO:0005515
LOC119874467	GO:0008194
LOC119874472	GO:0005576
LOC119874472	GO:0005615
LOC119874472	GO:0006954
LOC119874472	GO:0008009
LOC119874472	GO:0030593
LOC119874472	GO:0045236
LOC119874472	GO:0061844
LOC119874472	GO:0070098
LOC119874472	GO:0071222
LOC119874482	GO:0000398
LOC119874482	GO:0003723
LOC119874482	GO:0005634
LOC119874482	GO:0005681
LOC119874482	GO:0008270
LOC119874502	GO:0005484
LOC119874502	GO:0005886
LOC119874502	GO:0006887
LOC119874502	GO:0016082
LOC119874502	GO:0019905
LOC119874502	GO:0031201
LOC119874502	GO:0031629
LOC119874537	GO:0005125
LOC119874537	GO:0005576
LOC119874537	GO:0005615
LOC119874537	GO:0008083
LOC119874537	GO:0060395
LOC119874611	GO:0003677
LOC119874611	GO:0003682
LOC119874611	GO:0005634
LOC119874611	GO:0008270
LOC119874615	GO:0001786
LOC119874615	GO:0005509
LOC119874615	GO:0005544
LOC119874615	GO:0014059
LOC119874615	GO:0016020
LOC119874615	GO:0017156
LOC119874615	GO:0017158
LOC119874615	GO:0019905
LOC119874615	GO:0030276
LOC119874615	GO:0071277
LOC119874618	GO:0004032
LOC119874618	GO:0005829
LOC119874618	GO:0008202
LOC119874618	GO:0016229
LOC119874618	GO:0047086
LOC119874624	GO:0004930
LOC119874624	GO:0004984
LOC119874624	GO:0007186
LOC119874624	GO:0016020
LOC119874625	GO:0002682
LOC119874625	GO:0004190
LOC119874625	GO:0005576
LOC119874625	GO:0005615
LOC119874625	GO:0006508
EPHB6	GO:0005005
EPHB6	GO:0005515
EPHB6	GO:0005524
EPHB6	GO:0005886
EPHB6	GO:0006468
EPHB6	GO:0007169
EPHB6	GO:0007411
EPHB6	GO:0021952
EPHB6	GO:0043005
TRPV6	GO:0005262
TRPV6	GO:0005515
TRPV6	GO:0016020
TRPV6	GO:0098703
LOC119874631	GO:0004032
LOC119874631	GO:0005829
LOC119874631	GO:0008202
LOC119874631	GO:0016229
LOC119874631	GO:0047086
LOC119874665	GO:0000977
LOC119874665	GO:0001228
LOC119874665	GO:0005634
LOC119874665	GO:0005737
LOC119874665	GO:0045944
DCTD	GO:0004132
DCTD	GO:0005737
DCTD	GO:0006226
DCTD	GO:0006231
DCTD	GO:0008270
TENM3	GO:0007157
TENM3	GO:0007165
TENM3	GO:0016020
TENM3	GO:0042803
TENM3	GO:0043005
TENM3	GO:0046982
TENM3	GO:0048666
TENM3	GO:0050839
LOC119874718	GO:0004930
LOC119874718	GO:0004984
LOC119874718	GO:0007186
LOC119874718	GO:0016020
LOC119874734	GO:0004197
LOC119874734	GO:0004843
LOC119874734	GO:0005634
LOC119874734	GO:0005829
LOC119874734	GO:0016579
LOC119874734	GO:0042981
LOC119874790	GO:0004421
LOC119874790	GO:0005739
LOC119874790	GO:0006084
LOC119874790	GO:0010142
TAFA3	GO:0005615
TAFA3	GO:0014016
TAFA3	GO:0048018
TAFA3	GO:1902692
TAFA3	GO:1903979
TAFA3	GO:1903980
LOC119874806	GO:0038023
LOC119874806	GO:2001065
LOC119874810	GO:0003677
LOC119875637	GO:0005515
LOC119875638	GO:0005515
LOC119875648	GO:0005615
LOC119875695	GO:0001669
LOC119875695	GO:0007339
LOC119875773	GO:0005506
LOC119875773	GO:0008202
LOC119875773	GO:0016712
LOC119875773	GO:0020037
LOC119875773	GO:0050649
LOC119875773	GO:0070989
PTCHD3	GO:0016020
LOC119875882	GO:0001669
LOC119875882	GO:0007342
LOC119875882	GO:0036126
LOC119875902	GO:0001916
LOC119875902	GO:0002476
LOC119875902	GO:0002486
LOC119875902	GO:0005615
LOC119875902	GO:0006955
LOC119875902	GO:0009897
LOC119875909	GO:0005737
LOC119875909	GO:0043542
LOC119875909	GO:0070062
LOC119875910	GO:0005737
LOC119875910	GO:0043542
LOC119875910	GO:0070062
LOC119875914	GO:0000978
LOC119875914	GO:0003700
LOC119875914	GO:0006357
LOC119875917	GO:0006355
LOC119875918	GO:0000978
LOC119875918	GO:0000981
LOC119875918	GO:0006357
LOC119875920	GO:0000122
LOC119875920	GO:0001227
LOC119875923	GO:0008656
LOC119875923	GO:0042981
LOC119875923	GO:0043122
LOC119875923	GO:0072559
LOC119875924	GO:0000978
LOC119875924	GO:0000981
LOC119875924	GO:0006357
LOC119875927	GO:0030246
LOC119875928	GO:0005515
LOC119875938	GO:0001916
LOC119875938	GO:0002476
LOC119875938	GO:0002486
LOC119875938	GO:0005615
LOC119875938	GO:0006955
LOC119875938	GO:0009897
LOC119875943	GO:0003676
LOC119875943	GO:0008270
LOC119875948	GO:0030246
LOC119875949	GO:0051879
LOC119875954	GO:0003723
LOC119875957	GO:0016811
LOC119875961	GO:0001965
LOC119875961	GO:0004979
LOC119875961	GO:0007218
LOC119875961	GO:0016020
LOC119875961	GO:0019233
LOC119875961	GO:0031681
LOC119875961	GO:0038003
LOC119875961	GO:0038047
LOC119875961	GO:0042923
LOC119875961	GO:0043005
LOC119875963	GO:0004001
LOC119875963	GO:0005634
LOC119875963	GO:0005829
LOC119875963	GO:0006166
LOC119875965	GO:0003985
LOC119875965	GO:0006635
LOC119875974	GO:0005737
LOC119875974	GO:0043542
LOC119875974	GO:0070062
LOC119875984	GO:0004000
LOC119875984	GO:0005615
LOC119875984	GO:0006154
LOC119875984	GO:0046103
LOC119875986	GO:0000978
LOC119875986	GO:0000981
LOC119875986	GO:0006357
LOC119875987	GO:0006355
LOC119875988	GO:0000978
LOC119875988	GO:0000981
LOC119875988	GO:0006357
LOC119875989	GO:0004930
LOC119875989	GO:0004984
LOC119875989	GO:0007186
LOC119875989	GO:0016020
LOC119875990	GO:0005886
LOC119875993	GO:0005516
LOC119875993	GO:0005737
LOC119875993	GO:0005886
LOC119875993	GO:0007015
LOC119875993	GO:0007417
LOC119875993	GO:0051015
LOC119875994	GO:0006355
LOC119875995	GO:0000978
LOC119875995	GO:0000981
LOC119875995	GO:0006357
LOC119875997	GO:0005634
LOC119875997	GO:0005839
LOC119875997	GO:0019773
LOC119875997	GO:0051603
LOC119875998	GO:0004252
LOC119875998	GO:0006508
LOC119875999	GO:0004252
LOC119875999	GO:0006508
LOC119876002	GO:0008656
LOC119876002	GO:0042981
LOC119876002	GO:0043122
LOC119876002	GO:0072559
LOC119876004	GO:0005886
LOC119876011	GO:0005739
LOC119876011	GO:0051750
LOC119876014	GO:0006355
LOC119876034	GO:0003676
LOC119876034	GO:0008270
LOC119876038	GO:0003676
LOC119876038	GO:0008270
LOC119876039	GO:0000209
LOC119876039	GO:0046872
LOC119876039	GO:0061630
LOC119876050	GO:0000993
LOC119876050	GO:0003682
LOC119876050	GO:0005634
LOC119876050	GO:0010506
LOC119876050	GO:1904263
LOC119876051	GO:0003886
LOC119876051	GO:0005634
LOC119876051	GO:0005737
LOC119876051	GO:0045892
LOC119876052	GO:0005515
LOC119876054	GO:0005515
LOC119876062	GO:0001561
LOC119876062	GO:0048244
LOC119876063	GO:0001561
LOC119876063	GO:0048244
LOC119876065	GO:0001561
LOC119876065	GO:0048244
LOC119876068	GO:0005509
LOC119876068	GO:0005886
LOC119876068	GO:0007156
LOC119876069	GO:0005509
LOC119876069	GO:0005886
LOC119876069	GO:0007156
LOC119876074	GO:0005085
LOC119876074	GO:0005886
LOC119876074	GO:0007265
LOC119876074	GO:0043547
LOC119876077	GO:0003735
LOC119876077	GO:0005840
LOC119876077	GO:0006412
LOC119876077	GO:0022625
TENT5B	GO:0003723
TENT5B	GO:0048255
TENT5B	GO:1990817
LOC119876099	GO:0008374
LOC119876099	GO:0050821
LOC119876099	GO:0051087
LOC119876102	GO:0005515
LOC119876109	GO:0001843
LOC119876109	GO:0003779
LOC119876109	GO:0005522
LOC119876109	GO:0005856
LOC119876109	GO:0007411
LOC119876109	GO:0008154
LOC119876109	GO:0017124
LOC119876109	GO:0030036
LOC119876109	GO:0030838
LOC119876109	GO:0051289
LOC119876110	GO:0000922
LOC119876110	GO:0005813
LOC119876110	GO:0007051
LOC119876114	GO:0006123
LOC119876115	GO:0005743
LOC119876115	GO:0006123
LOC119876115	GO:0030234
LOC119876129	GO:0005515
LOC119876129	GO:0005739
LOC119876134	GO:0003729
LOC119876134	GO:0005847
LOC119876134	GO:0110104
LOC119876148	GO:0000413
LOC119876148	GO:0003755
LOC119876148	GO:0006457
LOC119876148	GO:0071013
LOC119876150	GO:0002224
LOC119876150	GO:0004888
LOC119876150	GO:0006954
LOC119876150	GO:0006955
LOC119876150	GO:0016020
LOC119876150	GO:0035355
LOC119876150	GO:0035663
LOC119876150	GO:0071723
LOC119876150	GO:0071726
LOC119876163	GO:0019068
LOC119876172	GO:0000447
LOC119876172	GO:0000461
LOC119876172	GO:0003735
LOC119876172	GO:0005840
LOC119876172	GO:0006412
LOC119876172	GO:0022627
LOC119876175	GO:0005515
LOC119876175	GO:0016020
LOC119876180	GO:0005783
LOC119876180	GO:0016020
LOC119876180	GO:0016620
LOC119876180	GO:0055088
LOC119876184	GO:0006355
LOC119876205	GO:0005634
LOC119876205	GO:0005737
LOC119876205	GO:0043248
LOC119876209	GO:0003735
LOC119876209	GO:0005840
LOC119876209	GO:0006412
LOC119876275	GO:0002181
LOC119876275	GO:0003735
LOC119876275	GO:0005840
LOC119876275	GO:0022625
LOC119876295	GO:0000027
LOC119876295	GO:0003735
LOC119876295	GO:0005840
LOC119876295	GO:0006412
LOC119876295	GO:0019843
LOC119876295	GO:0022625
LOC119876297	GO:0005741
LOC119876297	GO:0007005
LOC119876297	GO:0090141
LOC119876313	GO:0003725
LOC119876313	GO:0003726
LOC119876313	GO:0005730
LOC119876313	GO:0005737
LOC119876313	GO:0006382
LOC119876313	GO:0006396
LOC119876313	GO:0008251
LOC119876315	GO:0003854
LOC119876315	GO:0006694
LOC119876317	GO:0002181
LOC119876317	GO:0003735
LOC119876317	GO:0005840
LOC119876317	GO:0022625
LOC119876325	GO:0003854
LOC119876325	GO:0006694
LOC119876328	GO:0004739
LOC119876328	GO:0006086
LOC119876337	GO:0002181
LOC119876337	GO:0003735
LOC119876337	GO:0005840
LOC119876337	GO:0022625
LOC119876340	GO:0005794
LOC119876340	GO:0006888
LOC119876340	GO:0007030
LOC119876340	GO:0031267
LOC119876341	GO:0001664
LOC119876341	GO:0007186
LOC119876341	GO:0007631
LOC119876347	GO:0003723
LOC119876347	GO:0003735
LOC119876347	GO:0005840
LOC119876347	GO:0006412
LOC119876347	GO:0022625
LOC119876349	GO:0005506
LOC119876349	GO:0008202
LOC119876349	GO:0016712
LOC119876349	GO:0020037
LOC119876349	GO:0050649
LOC119876349	GO:0070989
LOC119876355	GO:0019901
LOC119876355	GO:0045737
LOC119876363	GO:0005525
LOC119876365	GO:0004930
LOC119876365	GO:0004984
LOC119876365	GO:0007186
LOC119876365	GO:0016020
LOC119876377	GO:0005085
LOC119876377	GO:0005886
LOC119876377	GO:0007265
LOC119876377	GO:0043547
LOC119876380	GO:0003676
LOC119876380	GO:0008270
LOC119876380	GO:0019068
LOC119876386	GO:0003729
LOC119876386	GO:0005634
LOC119876386	GO:0043484
LRRC8D	GO:0005515
LOC119876405	GO:0000462
LOC119876405	GO:0005730
LOC119876405	GO:0019843
LOC119876405	GO:0032040
LOC119876405	GO:0034511
LOC119876407	GO:0004908
LOC119876407	GO:0007165
LOC119876407	GO:0050727
LOC119876408	GO:0005739
LOC119876411	GO:0002181
LOC119876411	GO:0003735
LOC119876411	GO:0005840
LOC119876411	GO:0022625
LOC119876415	GO:0005737
LOC119876415	GO:0005829
LOC119876415	GO:0030544
LOC119876415	GO:0042026
LOC119876415	GO:0051082
LOC119876425	GO:0005198
LOC119876465	GO:0005829
LOC119876465	GO:0005854
LOC119876466	GO:0003723
LOC119876466	GO:0046872
LOC119876467	GO:0046872
LOC119876468	GO:0005524
LOC119876468	GO:0005525
LOC119876468	GO:0005737
LOC119876468	GO:0016887
LOC119876474	GO:0006886
LOC119876474	GO:0030122
LOC119876474	GO:0031410
LOC119876474	GO:0035615
LOC119876474	GO:0072583
LOC119876485	GO:0003676
LOC119876498	GO:0004222
LOC119876498	GO:0005886
LOC119876498	GO:0006508
LOC119876498	GO:0008584
LOC119876498	GO:0009897
LOC119876498	GO:1990913
LOC119876499	GO:0004222
LOC119876499	GO:0005886
LOC119876499	GO:0006508
LOC119876499	GO:0008584
LOC119876499	GO:0009897
LOC119876499	GO:1990913
LOC119876501	GO:0000413
LOC119876501	GO:0003755
LOC119876501	GO:0006457
LOC119876502	GO:0003723
LOC119876502	GO:0005681
LOC119876502	GO:0048026
LOC119876513	GO:0005524
LOC119876513	GO:0005832
LOC119876513	GO:0006457
LOC119876513	GO:0016887
LOC119876513	GO:0051082
LOC119876513	GO:0140662
LOC119876526	GO:0016620
LOC119876526	GO:0051287
LOC119876586	GO:0005507
LOC119876586	GO:0005769
LOC119876586	GO:0005783
LOC119876586	GO:0005794
LOC119876586	GO:0005886
LOC119876586	GO:0008131
LOC119876586	GO:0009308
LOC119876586	GO:0046677
LOC119876586	GO:0048038
LRRC3C	GO:0005515
LRRC3C	GO:0005886
LOC119876592	GO:0036094
LOC119876596	GO:0004930
LOC119876596	GO:0004984
LOC119876596	GO:0007186
LOC119876596	GO:0016020
LOC119876601	GO:0045095
LOC119876602	GO:0045095
LOC119876603	GO:0045095
LOC119876604	GO:0045095
LOC119876605	GO:0045095
LOC119876606	GO:0045095
LOC119876607	GO:0045095
LOC119876608	GO:0045095
LOC119876610	GO:0004930
LOC119876610	GO:0004984
LOC119876610	GO:0007186
LOC119876610	GO:0016020
LOC119876613	GO:0004930
LOC119876613	GO:0004984
LOC119876613	GO:0007186
LOC119876613	GO:0016020
LOC119876617	GO:0000785
LOC119876617	GO:0005634
LOC119876617	GO:0006325
LOC119876617	GO:0031492
LOC119876619	GO:0004930
LOC119876619	GO:0004984
LOC119876619	GO:0007186
LOC119876619	GO:0016020
LOC119876628	GO:0002181
LOC119876628	GO:0005515
LOC119876629	GO:0005515
LOC119876629	GO:0005737
LOC119876629	GO:0043087
LOC119876630	GO:0004017
LOC119876630	GO:0005524
LOC119876630	GO:0005737
LOC119876630	GO:0005739
LOC119876630	GO:0006139
LOC119876631	GO:0005515
LOC119876632	GO:0004017
LOC119876632	GO:0005524
LOC119876632	GO:0005737
LOC119876632	GO:0005739
LOC119876632	GO:0006139
LOC119876642	GO:0045095
LOC119876643	GO:0045095
LOC119876650	GO:0000776
LOC119876650	GO:0004672
LOC119876650	GO:0005515
LOC119876650	GO:0005524
LOC119876650	GO:0006468
LOC119876650	GO:0007094
LOC119876650	GO:0007140
LOC119876650	GO:0008608
LOC119876650	GO:0030496
LOC119876650	GO:0043063
LOC119876650	GO:0045171
LOC119876650	GO:0051306
LOC119876657	GO:0005739
LOC119876657	GO:0005743
LOC119876657	GO:0061617
LOC119876659	GO:0000027
LOC119876659	GO:0003735
LOC119876659	GO:0005840
LOC119876659	GO:0006412
LOC119876659	GO:0022625
LOC119876660	GO:0004380
LOC119876660	GO:0005794
LOC119876660	GO:0005975
LOC119876660	GO:0016020
LOC119876660	GO:0031982
LOC119876667	GO:0000398
LOC119876667	GO:0005685
LOC119876667	GO:0030619
LOC119876697	GO:0003735
LOC119876697	GO:0005840
LOC119876697	GO:0006412
LOC119876703	GO:0005634
LOC119876703	GO:0005839
LOC119876703	GO:0019773
LOC119876703	GO:0051603
LOC119876713	GO:0005886
LOC119876713	GO:0006810
LOC119876713	GO:0010960
LOC119876713	GO:0022857
NXPH4	GO:0005102
LOC119876728	GO:0006006
LOC119876728	GO:0016620
LOC119876728	GO:0050661
LOC119876728	GO:0051287
LOC119876730	GO:0005524
LOC119876730	GO:0005737
LOC119876730	GO:0005829
LOC119876730	GO:0009408
LOC119876730	GO:0030544
LOC119876730	GO:0042026
LOC119876730	GO:0051082
LOC119876737	GO:0004748
LOC119876737	GO:0005829
LOC119876737	GO:0009263
LOC119876743	GO:0003735
LOC119876743	GO:0005840
LOC119876743	GO:0006412
LOC119876743	GO:0022625
LOC119876746	GO:0005576
LOC119876746	GO:0006869
LOC119876746	GO:0008289
LOC119876746	GO:0016020
LOC119876746	GO:0042157
LOC119876761	GO:0005737
LOC119876761	GO:0005739
LOC119876761	GO:0006826
LOC119876761	GO:0006879
LOC119876761	GO:0008198
LOC119876761	GO:0008199
LOC119876763	GO:0003723
LOC119876763	GO:0032021
LOC119876763	GO:0034244
LOC119876769	GO:0000209
LOC119876769	GO:0005634
LOC119876769	GO:0006511
LOC119876769	GO:0061631
LOC119876770	GO:0004930
LOC119876770	GO:0004984
LOC119876770	GO:0007186
LOC119876770	GO:0016020
LOC119876775	GO:0005634
LOC119876775	GO:0005654
LOC119876775	GO:0005668
LOC119876775	GO:0006355
LOC119876779	GO:0000079
LOC119876779	GO:0000307
LOC119876779	GO:0005634
LOC119876779	GO:0005737
LOC119876779	GO:0016538
LOC119876779	GO:0044772
LOC119876781	GO:0031966
LOC119876781	GO:0070453
LOC119876783	GO:0003827
LOC119876783	GO:0005794
LOC119876783	GO:0006487
LOC119876792	GO:0004674
LOC119876792	GO:0005524
LOC119876792	GO:0005634
LOC119876792	GO:0005737
LOC119876792	GO:0006468
LOC119876792	GO:0035556
LOC119876794	GO:0005634
LOC119876794	GO:0009566
LOC119876795	GO:0005634
LOC119876795	GO:0009566
LOC119876798	GO:0006006
LOC119876798	GO:0016620
LOC119876798	GO:0050661
LOC119876798	GO:0051287
LOC119876805	GO:0002250
LOC119876805	GO:0002286
LOC119876805	GO:0002323
LOC119876805	GO:0005125
LOC119876805	GO:0005132
LOC119876805	GO:0005576
LOC119876805	GO:0005615
LOC119876805	GO:0006952
LOC119876805	GO:0006959
LOC119876805	GO:0019221
LOC119876805	GO:0030183
LOC119876805	GO:0033141
LOC119876805	GO:0042100
LOC119876805	GO:0043330
LOC119876806	GO:0002250
LOC119876806	GO:0002286
LOC119876806	GO:0002323
LOC119876806	GO:0005125
LOC119876806	GO:0005132
LOC119876806	GO:0005576
LOC119876806	GO:0005615
LOC119876806	GO:0006952
LOC119876806	GO:0006959
LOC119876806	GO:0019221
LOC119876806	GO:0030183
LOC119876806	GO:0033141
LOC119876806	GO:0042100
LOC119876806	GO:0043330
LOC119876807	GO:0002250
LOC119876807	GO:0002286
LOC119876807	GO:0002323
LOC119876807	GO:0005125
LOC119876807	GO:0005132
LOC119876807	GO:0005576
LOC119876807	GO:0005615
LOC119876807	GO:0006952
LOC119876807	GO:0006959
LOC119876807	GO:0019221
LOC119876807	GO:0030183
LOC119876807	GO:0033141
LOC119876807	GO:0042100
LOC119876807	GO:0043330
LOC119876808	GO:0002250
LOC119876808	GO:0002286
LOC119876808	GO:0002323
LOC119876808	GO:0005125
LOC119876808	GO:0005132
LOC119876808	GO:0005576
LOC119876808	GO:0005615
LOC119876808	GO:0006952
LOC119876808	GO:0006959
LOC119876808	GO:0019221
LOC119876808	GO:0030183
LOC119876808	GO:0033141
LOC119876808	GO:0042100
LOC119876808	GO:0043330
LOC119876809	GO:0002250
LOC119876809	GO:0002286
LOC119876809	GO:0002323
LOC119876809	GO:0005125
LOC119876809	GO:0005132
LOC119876809	GO:0005576
LOC119876809	GO:0005615
LOC119876809	GO:0006952
LOC119876809	GO:0006959
LOC119876809	GO:0019221
LOC119876809	GO:0030183
LOC119876809	GO:0033141
LOC119876809	GO:0042100
LOC119876809	GO:0043330
LOC119876810	GO:0002250
LOC119876810	GO:0002286
LOC119876810	GO:0002323
LOC119876810	GO:0005125
LOC119876810	GO:0005132
LOC119876810	GO:0005576
LOC119876810	GO:0005615
LOC119876810	GO:0006952
LOC119876810	GO:0006959
LOC119876810	GO:0019221
LOC119876810	GO:0030183
LOC119876810	GO:0033141
LOC119876810	GO:0042100
LOC119876810	GO:0043330
LOC119876811	GO:0002250
LOC119876811	GO:0002286
LOC119876811	GO:0002323
LOC119876811	GO:0005125
LOC119876811	GO:0005132
LOC119876811	GO:0005576
LOC119876811	GO:0005615
LOC119876811	GO:0006952
LOC119876811	GO:0006959
LOC119876811	GO:0019221
LOC119876811	GO:0030183
LOC119876811	GO:0033141
LOC119876811	GO:0042100
LOC119876811	GO:0043330
LOC119876813	GO:0002250
LOC119876813	GO:0002286
LOC119876813	GO:0002323
LOC119876813	GO:0005125
LOC119876813	GO:0005132
LOC119876813	GO:0005576
LOC119876813	GO:0005615
LOC119876813	GO:0006952
LOC119876813	GO:0006959
LOC119876813	GO:0019221
LOC119876813	GO:0030183
LOC119876813	GO:0033141
LOC119876813	GO:0042100
LOC119876813	GO:0043330
LOC119876828	GO:0002250
LOC119876828	GO:0002286
LOC119876828	GO:0002323
LOC119876828	GO:0005125
LOC119876828	GO:0005132
LOC119876828	GO:0005576
LOC119876828	GO:0005615
LOC119876828	GO:0006952
LOC119876828	GO:0006959
LOC119876828	GO:0019221
LOC119876828	GO:0030183
LOC119876828	GO:0033141
LOC119876828	GO:0042100
LOC119876828	GO:0043330
MICA	GO:0001916
MICA	GO:0002476
MICA	GO:0002486
MICA	GO:0005102
MICA	GO:0005615
MICA	GO:0006955
MICA	GO:0009897
MICA	GO:0042605
LOC119876844	GO:0001817
LOC119876844	GO:0005102
LOC119876844	GO:0009897
LOC119876844	GO:0050852
LOC119876849	GO:0000350
LOC119876849	GO:0005682
LOC119876849	GO:0008380
LOC119876849	GO:0046540
